verification_uid,manufacturing_uid,qa_uid,city,asset_id,asset_name,asset_type,package_id,phase,qa_gate_id,qa_stage,hold_point,evidence_required,release_authority,required_result,blocks_successors,verification_source,status
samawah:SAM-ST-022:st-20-mep-passenger-systems:VERIFY,samawah:SAM-ST-022:st-20-mep-passenger-systems,samawah:SAM-ST-022:qa-24-stations-depots-plant,samawah,SAM-ST-022,line-2-0225-0239,station,st-20-mep-passenger-systems,stations,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.","platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",stations/depot acceptance board,pass,yes,qa_action,required
samawah:SAM-SW-035:sw-20-install-proof:VERIFY,samawah:SAM-SW-035:sw-20-install-proof,samawah:SAM-SW-035:qa-22-trackform-rail,samawah,SAM-SW-035,sw-line-1-0147-0558-yd-33,switch,sw-20-install-proof,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-TRK-L3-006:trk-20-subgrade-drainage:VERIFY,samawah:SAM-TRK-L3-006:trk-20-subgrade-drainage,samawah:SAM-TRK-L3-006:qa-21-earthworks-drainage,samawah,SAM-TRK-L3-006,line-3 section 006,track-section,trk-20-subgrade-drainage,track-civil,qa-21-earthworks-drainage,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-012:rs-30-traction-battery-control:VERIFY,samawah:SAM-RS-L1-012:rs-30-traction-battery-control,samawah:SAM-RS-L1-012:qa-12-traction-brake-battery,samawah,SAM-RS-L1-012,line-1 trainset 012,rolling-stock,rs-30-traction-battery-control,rolling-stock,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,pass,yes,qa_action,required
samawah:SAM-SIG-031:wpt-10-cabinet-bench:VERIFY,samawah:SAM-SIG-031:wpt-10-cabinet-bench,samawah:SAM-SIG-031:qa-26-wayside-comms-safety,samawah,SAM-SIG-031,station systems node line-3-0654-0608,signalling-comms,wpt-10-cabinet-bench,wayside-systems,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.","W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",systems assurance lead,pass,yes,qa_action,required
samawah:SAM-SW-038:sw-10-turnout-build:VERIFY,samawah:SAM-SW-038:sw-10-turnout-build,samawah:SAM-SW-038:qa-22-trackform-rail,samawah,SAM-SW-038,sw-line-1-0147-0558-yd-36,switch,sw-10-turnout-build,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-RS-L1-011:rs-40-fitout-static-test:VERIFY,samawah:SAM-RS-L1-011:rs-40-fitout-static-test,samawah:SAM-RS-L1-011:qa-13-passenger-systems,samawah,SAM-RS-L1-011,line-1 trainset 011,rolling-stock,rs-40-fitout-static-test,rolling-stock,qa-13-passenger-systems,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,pass,yes,qa_action,required
samawah:SAM-SIG-029:wpt-20-install-commission:VERIFY,samawah:SAM-SIG-029:wpt-20-install-commission,samawah:SAM-SIG-029:qa-26-wayside-comms-safety,samawah,SAM-SIG-029,station systems node line-3-0537-0502,signalling-comms,wpt-20-install-commission,wayside-systems,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.","W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",systems assurance lead,pass,yes,qa_action,required
samawah:SAM-SW-036:sw-20-install-proof:VERIFY,samawah:SAM-SW-036:sw-20-install-proof,samawah:SAM-SW-036:qa-22-trackform-rail,samawah,SAM-SW-036,sw-line-1-0147-0558-yd-34,switch,sw-20-install-proof,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-TRK-L3-005:trk-30-trackform-rail:VERIFY,samawah:SAM-TRK-L3-005:trk-30-trackform-rail,samawah:SAM-TRK-L3-005:qa-22-trackform-rail,samawah,SAM-TRK-L3-005,line-3 section 005,track-section,trk-30-trackform-rail,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-EN-026:en-10-energy-build:VERIFY,samawah:SAM-EN-026:en-10-energy-build,samawah:SAM-EN-026:qa-25-power-energy,samawah,SAM-EN-026,energy site at line-3-0493-0475,energy,en-10-energy-build,energy,qa-25-power-energy,energy commissioning,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging.","PV string test, BESS commissioning record, charger load test, protection relay settings, earthing test, isolation drill",energy systems lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-010:rs-50-dynamic-commissioning:VERIFY,samawah:SAM-RS-L1-010:rs-50-dynamic-commissioning,samawah:SAM-RS-L1-010:qa-15-first-article-trainset,samawah,SAM-RS-L1-010,line-1 trainset 010,rolling-stock,rs-50-dynamic-commissioning,rolling-stock,qa-15-first-article-trainset,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,pass,yes,qa_action,required
samawah:SAM-RS-L1-015:rs-10-material-kit:VERIFY,samawah:SAM-RS-L1-015:rs-10-material-kit,samawah:SAM-RS-L1-015:qa-10-carbody-structure,samawah,SAM-RS-L1-015,line-1 trainset 015,rolling-stock,rs-10-material-kit,rolling-stock,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.","EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",rolling-stock QA lead,pass,yes,qa_action,required
samawah:SAM-ST-024:st-10-civil-structure:VERIFY,samawah:SAM-ST-024:st-10-civil-structure,samawah:SAM-ST-024:qa-24-stations-depots-plant,samawah,SAM-ST-024,بستان ال شنان (طريق المهدي),station,st-10-civil-structure,stations,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.","platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",stations/depot acceptance board,pass,yes,qa_action,required
samawah:SAM-SW-039:sw-10-turnout-build:VERIFY,samawah:SAM-SW-039:sw-10-turnout-build,samawah:SAM-SW-039:qa-22-trackform-rail,samawah,SAM-SW-039,sw-line-1-0147-0558-yd-37,switch,sw-10-turnout-build,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-TRK-L3-007:trk-20-subgrade-drainage:VERIFY,samawah:SAM-TRK-L3-007:trk-20-subgrade-drainage,samawah:SAM-TRK-L3-007:qa-21-earthworks-drainage,samawah,SAM-TRK-L3-007,line-3 section 007,track-section,trk-20-subgrade-drainage,track-civil,qa-21-earthworks-drainage,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,pass,yes,qa_action,required
samawah:SAM-EN-025:en-20-energy-commission:VERIFY,samawah:SAM-EN-025:en-20-energy-commission,samawah:SAM-EN-025:qa-25-power-energy,samawah,SAM-EN-025,energy site at line-3-0511-0434,energy,en-20-energy-commission,energy,qa-25-power-energy,energy commissioning,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging.","PV string test, BESS commissioning record, charger load test, protection relay settings, earthing test, isolation drill",energy systems lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-014:rs-20-carbody-bogie:VERIFY,samawah:SAM-RS-L1-014:rs-20-carbody-bogie,samawah:SAM-RS-L1-014:qa-11-bogie-wheelset,samawah,SAM-RS-L1-014,line-1 trainset 014,rolling-stock,rs-20-carbody-bogie,rolling-stock,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,pass,yes,qa_action,required
samawah:SAM-SIG-030:wpt-20-install-commission:VERIFY,samawah:SAM-SIG-030:wpt-20-install-commission,samawah:SAM-SIG-030:qa-26-wayside-comms-safety,samawah,SAM-SIG-030,station systems node line-3-0625-0534,signalling-comms,wpt-20-install-commission,wayside-systems,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.","W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",systems assurance lead,pass,yes,qa_action,required
samawah:SAM-ST-023:st-20-mep-passenger-systems:VERIFY,samawah:SAM-ST-023:st-20-mep-passenger-systems,samawah:SAM-ST-023:qa-24-stations-depots-plant,samawah,SAM-ST-023,تقاطع شارع مجد هلال  سماوة,station,st-20-mep-passenger-systems,stations,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.","platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",stations/depot acceptance board,pass,yes,qa_action,required
samawah:SAM-SW-037:sw-20-install-proof:VERIFY,samawah:SAM-SW-037:sw-20-install-proof,samawah:SAM-SW-037:qa-22-trackform-rail,samawah,SAM-SW-037,sw-line-1-0147-0558-yd-35,switch,sw-20-install-proof,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-RS-L1-013:rs-30-traction-battery-control:VERIFY,samawah:SAM-RS-L1-013:rs-30-traction-battery-control,samawah:SAM-RS-L1-013:qa-12-traction-brake-battery,samawah,SAM-RS-L1-013,line-1 trainset 013,rolling-stock,rs-30-traction-battery-control,rolling-stock,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,pass,yes,qa_action,required
samawah:SAM-SW-040:sw-10-turnout-build:VERIFY,samawah:SAM-SW-040:sw-10-turnout-build,samawah:SAM-SW-040:qa-22-trackform-rail,samawah,SAM-SW-040,sw-line-1-0147-0558-yd-38,switch,sw-10-turnout-build,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-TRK-L3-006:trk-30-trackform-rail:VERIFY,samawah:SAM-TRK-L3-006:trk-30-trackform-rail,samawah:SAM-TRK-L3-006:qa-22-trackform-rail,samawah,SAM-TRK-L3-006,line-3 section 006,track-section,trk-30-trackform-rail,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-RS-L1-012:rs-40-fitout-static-test:VERIFY,samawah:SAM-RS-L1-012:rs-40-fitout-static-test,samawah:SAM-RS-L1-012:qa-13-passenger-systems,samawah,SAM-RS-L1-012,line-1 trainset 012,rolling-stock,rs-40-fitout-static-test,rolling-stock,qa-13-passenger-systems,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,pass,yes,qa_action,required
samawah:SAM-SIG-031:wpt-20-install-commission:VERIFY,samawah:SAM-SIG-031:wpt-20-install-commission,samawah:SAM-SIG-031:qa-26-wayside-comms-safety,samawah,SAM-SIG-031,station systems node line-3-0654-0608,signalling-comms,wpt-20-install-commission,wayside-systems,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.","W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",systems assurance lead,pass,yes,qa_action,required
samawah:SAM-SW-038:sw-20-install-proof:VERIFY,samawah:SAM-SW-038:sw-20-install-proof,samawah:SAM-SW-038:qa-22-trackform-rail,samawah,SAM-SW-038,sw-line-1-0147-0558-yd-36,switch,sw-20-install-proof,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-EN-027:en-10-energy-build:VERIFY,samawah:SAM-EN-027:en-10-energy-build,samawah:SAM-EN-027:qa-25-power-energy,samawah,SAM-EN-027,energy site at line-3-0537-0502,energy,en-10-energy-build,energy,qa-25-power-energy,energy commissioning,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging.","PV string test, BESS commissioning record, charger load test, protection relay settings, earthing test, isolation drill",energy systems lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-011:rs-50-dynamic-commissioning:VERIFY,samawah:SAM-RS-L1-011:rs-50-dynamic-commissioning,samawah:SAM-RS-L1-011:qa-15-first-article-trainset,samawah,SAM-RS-L1-011,line-1 trainset 011,rolling-stock,rs-50-dynamic-commissioning,rolling-stock,qa-15-first-article-trainset,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,pass,yes,qa_action,required
samawah:SAM-RS-L1-016:rs-10-material-kit:VERIFY,samawah:SAM-RS-L1-016:rs-10-material-kit,samawah:SAM-RS-L1-016:qa-10-carbody-structure,samawah,SAM-RS-L1-016,line-1 trainset 016,rolling-stock,rs-10-material-kit,rolling-stock,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.","EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",rolling-stock QA lead,pass,yes,qa_action,required
samawah:SAM-ST-025:st-10-civil-structure:VERIFY,samawah:SAM-ST-025:st-10-civil-structure,samawah:SAM-ST-025:qa-24-stations-depots-plant,samawah,SAM-ST-025,حي النفط الزراعي,station,st-10-civil-structure,stations,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.","platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",stations/depot acceptance board,pass,yes,qa_action,required
samawah:SAM-SW-041:sw-10-turnout-build:VERIFY,samawah:SAM-SW-041:sw-10-turnout-build,samawah:SAM-SW-041:qa-22-trackform-rail,samawah,SAM-SW-041,sw-line-1-0147-0558-yd-39,switch,sw-10-turnout-build,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-EN-026:en-20-energy-commission:VERIFY,samawah:SAM-EN-026:en-20-energy-commission,samawah:SAM-EN-026:qa-25-power-energy,samawah,SAM-EN-026,energy site at line-3-0493-0475,energy,en-20-energy-commission,energy,qa-25-power-energy,energy commissioning,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging.","PV string test, BESS commissioning record, charger load test, protection relay settings, earthing test, isolation drill",energy systems lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-015:rs-20-carbody-bogie:VERIFY,samawah:SAM-RS-L1-015:rs-20-carbody-bogie,samawah:SAM-RS-L1-015:qa-11-bogie-wheelset,samawah,SAM-RS-L1-015,line-1 trainset 015,rolling-stock,rs-20-carbody-bogie,rolling-stock,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,pass,yes,qa_action,required
samawah:SAM-ST-024:st-20-mep-passenger-systems:VERIFY,samawah:SAM-ST-024:st-20-mep-passenger-systems,samawah:SAM-ST-024:qa-24-stations-depots-plant,samawah,SAM-ST-024,بستان ال شنان (طريق المهدي),station,st-20-mep-passenger-systems,stations,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.","platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",stations/depot acceptance board,pass,yes,qa_action,required
samawah:SAM-SW-039:sw-20-install-proof:VERIFY,samawah:SAM-SW-039:sw-20-install-proof,samawah:SAM-SW-039:qa-22-trackform-rail,samawah,SAM-SW-039,sw-line-1-0147-0558-yd-37,switch,sw-20-install-proof,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-TRK-L3-007:trk-30-trackform-rail:VERIFY,samawah:SAM-TRK-L3-007:trk-30-trackform-rail,samawah:SAM-TRK-L3-007:qa-22-trackform-rail,samawah,SAM-TRK-L3-007,line-3 section 007,track-section,trk-30-trackform-rail,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-RS-L1-014:rs-30-traction-battery-control:VERIFY,samawah:SAM-RS-L1-014:rs-30-traction-battery-control,samawah:SAM-RS-L1-014:qa-12-traction-brake-battery,samawah,SAM-RS-L1-014,line-1 trainset 014,rolling-stock,rs-30-traction-battery-control,rolling-stock,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,pass,yes,qa_action,required
samawah:SAM-SW-042:sw-10-turnout-build:VERIFY,samawah:SAM-SW-042:sw-10-turnout-build,samawah:SAM-SW-042:qa-22-trackform-rail,samawah,SAM-SW-042,sw-line-1-0147-0558-yd-40,switch,sw-10-turnout-build,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-RS-L1-013:rs-40-fitout-static-test:VERIFY,samawah:SAM-RS-L1-013:rs-40-fitout-static-test,samawah:SAM-RS-L1-013:qa-13-passenger-systems,samawah,SAM-RS-L1-013,line-1 trainset 013,rolling-stock,rs-40-fitout-static-test,rolling-stock,qa-13-passenger-systems,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,pass,yes,qa_action,required
samawah:SAM-SW-040:sw-20-install-proof:VERIFY,samawah:SAM-SW-040:sw-20-install-proof,samawah:SAM-SW-040:qa-22-trackform-rail,samawah,SAM-SW-040,sw-line-1-0147-0558-yd-38,switch,sw-20-install-proof,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-EN-028:en-10-energy-build:VERIFY,samawah:SAM-EN-028:en-10-energy-build,samawah:SAM-EN-028:qa-25-power-energy,samawah,SAM-EN-028,energy site at line-3-0625-0534,energy,en-10-energy-build,energy,qa-25-power-energy,energy commissioning,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging.","PV string test, BESS commissioning record, charger load test, protection relay settings, earthing test, isolation drill",energy systems lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-012:rs-50-dynamic-commissioning:VERIFY,samawah:SAM-RS-L1-012:rs-50-dynamic-commissioning,samawah:SAM-RS-L1-012:qa-15-first-article-trainset,samawah,SAM-RS-L1-012,line-1 trainset 012,rolling-stock,rs-50-dynamic-commissioning,rolling-stock,qa-15-first-article-trainset,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,pass,yes,qa_action,required
samawah:SAM-RS-L1-017:rs-10-material-kit:VERIFY,samawah:SAM-RS-L1-017:rs-10-material-kit,samawah:SAM-RS-L1-017:qa-10-carbody-structure,samawah,SAM-RS-L1-017,line-1 trainset 017,rolling-stock,rs-10-material-kit,rolling-stock,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.","EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",rolling-stock QA lead,pass,yes,qa_action,required
samawah:SAM-ST-026:st-10-civil-structure:VERIFY,samawah:SAM-ST-026:st-10-civil-structure,samawah:SAM-ST-026:qa-24-stations-depots-plant,samawah,SAM-ST-026,حي السجناء السياسيين,station,st-10-civil-structure,stations,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.","platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",stations/depot acceptance board,pass,yes,qa_action,required
samawah:SAM-SW-043:sw-10-turnout-build:VERIFY,samawah:SAM-SW-043:sw-10-turnout-build,samawah:SAM-SW-043:qa-22-trackform-rail,samawah,SAM-SW-043,sw-line-1-0147-0558-yd-41,switch,sw-10-turnout-build,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-EN-027:en-20-energy-commission:VERIFY,samawah:SAM-EN-027:en-20-energy-commission,samawah:SAM-EN-027:qa-25-power-energy,samawah,SAM-EN-027,energy site at line-3-0537-0502,energy,en-20-energy-commission,energy,qa-25-power-energy,energy commissioning,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging.","PV string test, BESS commissioning record, charger load test, protection relay settings, earthing test, isolation drill",energy systems lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-016:rs-20-carbody-bogie:VERIFY,samawah:SAM-RS-L1-016:rs-20-carbody-bogie,samawah:SAM-RS-L1-016:qa-11-bogie-wheelset,samawah,SAM-RS-L1-016,line-1 trainset 016,rolling-stock,rs-20-carbody-bogie,rolling-stock,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,pass,yes,qa_action,required
samawah:SAM-ST-025:st-20-mep-passenger-systems:VERIFY,samawah:SAM-ST-025:st-20-mep-passenger-systems,samawah:SAM-ST-025:qa-24-stations-depots-plant,samawah,SAM-ST-025,حي النفط الزراعي,station,st-20-mep-passenger-systems,stations,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.","platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",stations/depot acceptance board,pass,yes,qa_action,required
samawah:SAM-SW-041:sw-20-install-proof:VERIFY,samawah:SAM-SW-041:sw-20-install-proof,samawah:SAM-SW-041:qa-22-trackform-rail,samawah,SAM-SW-041,sw-line-1-0147-0558-yd-39,switch,sw-20-install-proof,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-RS-L1-015:rs-30-traction-battery-control:VERIFY,samawah:SAM-RS-L1-015:rs-30-traction-battery-control,samawah:SAM-RS-L1-015:qa-12-traction-brake-battery,samawah,SAM-RS-L1-015,line-1 trainset 015,rolling-stock,rs-30-traction-battery-control,rolling-stock,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,pass,yes,qa_action,required
samawah:SAM-SW-044:sw-10-turnout-build:VERIFY,samawah:SAM-SW-044:sw-10-turnout-build,samawah:SAM-SW-044:qa-22-trackform-rail,samawah,SAM-SW-044,sw-line-1-0147-0558-yd-42,switch,sw-10-turnout-build,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-RS-L1-014:rs-40-fitout-static-test:VERIFY,samawah:SAM-RS-L1-014:rs-40-fitout-static-test,samawah:SAM-RS-L1-014:qa-13-passenger-systems,samawah,SAM-RS-L1-014,line-1 trainset 014,rolling-stock,rs-40-fitout-static-test,rolling-stock,qa-13-passenger-systems,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,pass,yes,qa_action,required
samawah:SAM-SW-042:sw-20-install-proof:VERIFY,samawah:SAM-SW-042:sw-20-install-proof,samawah:SAM-SW-042:qa-22-trackform-rail,samawah,SAM-SW-042,sw-line-1-0147-0558-yd-40,switch,sw-20-install-proof,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
